ID;Type;Name
119;2;UNUSED_Weapon_119
120;2;UNUSED_Weapon_120
121;2;UNUSED_Weapon_121
122;2;UNUSED_Weapon_122
123;2;UNUSED_Weapon_123
124;2;UNUSED_Weapon_124
125;2;UNUSED_Weapon_125
126;2;UNUSED_Weapon_126
127;2;UNUSED_Weapon_127
128;2;UNUSED_Weapon_128
129;2;UNUSED_Weapon_129
130;2;UNUSED_Weapon_130
131;2;UNUSED_Weapon_131
132;2;UNUSED_Weapon_132
133;2;UNUSED_Weapon_133
134;2;UNUSED_Weapon_134
135;2;UNUSED_Weapon_135
136;2;UNUSED_Weapon_136
137;2;Alpine Spear
138;2;Iron Cutlass
139;2;Snowy Striker
140;2;Anti-Mechon Striker
141;2;Machina Sword
142;2;Alpine Striker
143;2;Natura Defender
144;2;Steel Cutlass
145;2;Murakmor
146;2;Lazard
147;2;Machina Sword III
148;2;Calming Spear
149;2;Reward Defender
150;2;UNUSED_Weapon_150
151;2;UNUSED_Weapon_151
152;2;UNUSED_Weapon_152
153;2;UNUSED_Weapon_153
154;2;UNUSED_Weapon_154
155;2;UNUSED_Weapon_155
156;2;UNUSED_Weapon_156
157;2;Air Sniper
158;2;Stealth Rifle
159;2;Machina Rifle
160;2;Ignis Rifle
161;2;Havoc Sniper
162;2;Covert Sniper
163;2;Anti-Mechon Sniper
164;2;Nopon Cannon
165;2;Railgun
166;2;Trinity
167;2;Machina Rifle III
168;2;Safe Rifle
169;2;Bonus Sniper
170;2;UNUSED_Weapon_170
171;2;UNUSED_Weapon_171
172;2;UNUSED_Weapon_172
173;2;UNUSED_Weapon_173
174;2;UNUSED_Weapon_174
175;2;UNUSED_Weapon_175
176;2;UNUSED_Weapon_176
177;2;Wrecking Nibbler
178;2;Hunting Nibbler
179;2;Beast Biter
180;2;Anti-Mechon Biter
181;2;Machina Biter
182;2;Guarded Gnasher
183;2;Kaboom Nibbler
184;2;Silver Vasanova
185;2;Kongamato
186;2;Machina Nibbler III
187;2;Calming Biter
188;2;UNUSED_Weapon_188
189;2;UNUSED_Weapon_189
190;2;UNUSED_Weapon_190
191;2;UNUSED_Weapon_191
192;2;UNUSED_Weapon_192
193;2;UNUSED_Weapon_193
194;2;UNUSED_Weapon_194
195;2;UNUSED_Weapon_195
196;2;UNUSED_Weapon_196
197;2;Popular Staff
198;2;Official's Staff
199;2;Anti-Mechon Rod
200;2;Machina Staff
201;2;Comet Rod
202;2;Dusk Staff
203;2;High Entia Soul
204;2;Dragon Rod Alcar
205;2;Ether Burst
206;2;Machina Rod III
207;2;Safe Rod
208;2;UNUSED_Weapon_208
209;2;UNUSED_Weapon_209
210;2;UNUSED_Weapon_210
211;2;UNUSED_Weapon_211
212;2;UNUSED_Weapon_212
213;2;UNUSED_Weapon_213
214;2;UNUSED_Weapon_214
215;2;UNUSED_Weapon_215
216;2;UNUSED_Weapon_216
217;2;UNUSED_Weapon_217
218;2;UNUSED_Weapon_218
219;2;UNUSED_Weapon_219
220;2;UNUSED_Weapon_220
221;2;UNUSED_Weapon_221
222;2;UNUSED_Weapon_222
223;2;UNUSED_Weapon_223
224;2;UNUSED_Weapon_224
225;2;UNUSED_Weapon_225
226;2;UNUSED_Weapon_226
227;2;UNUSED_Weapon_227
228;2;UNUSED_Weapon_228
229;2;UNUSED_Weapon_229
230;2;UNUSED_Weapon_230
231;2;UNUSED_Weapon_231
232;2;UNUSED_Weapon_232
233;2;UNUSED_Weapon_233
234;2;UNUSED_Weapon_234
235;2;UNUSED_Weapon_235
236;2;UNUSED_Weapon_236
237;2;Mell Edge
238;2;Monado Rudra
239;2;Monado Agni
240;2;Monado Abyss
241;2;Monado Dogma
242;2;Monado Saga
243;2;UNUSED_Weapon_243
244;2;UNUSED_Weapon_244
245;2;UNUSED_Weapon_245
246;2;UNUSED_Weapon_246
247;2;UNUSED_Weapon_247
248;2;UNUSED_Weapon_248
249;2;UNUSED_Weapon_249
250;2;UNUSED_Weapon_250
251;2;UNUSED_Weapon_251
252;2;UNUSED_Weapon_252
253;2;UNUSED_Weapon_253
254;2;UNUSED_Weapon_254
255;2;UNUSED_Weapon_255
256;2;UNUSED_Weapon_256
257;2;UNUSED_Weapon_257
258;2;UNUSED_Weapon_258
259;2;UNUSED_Weapon_259
260;2;UNUSED_Weapon_260
261;2;UNUSED_Weapon_261
262;2;UNUSED_Weapon_262
263;2;UNUSED_Weapon_263
264;2;UNUSED_Weapon_264
265;2;UNUSED_Weapon_265
266;2;UNUSED_Weapon_266
267;2;UNUSED_Weapon_267
268;2;UNUSED_Weapon_268
269;2;UNUSED_Weapon_269
270;2;UNUSED_Weapon_270
271;2;UNUSED_Weapon_271
272;2;UNUSED_Weapon_272
273;2;UNUSED_Weapon_273
274;2;UNUSED_Weapon_274
275;2;UNUSED_Weapon_275
276;2;UNUSED_Weapon_276
277;2;Metal Lancer
278;2;Block Guarder
279;2;Light Driver
280;2;Soldier Pike
281;2;Brave Guarder
282;2;Arachno Driver
283;2;Carbon Driver
284;2;Bomber Lancer
285;2;Arkose Pike
286;2;Rayon Pike
287;2;Marble Driver
288;2;Sacred Driver
289;2;Lieutenant Pike
290;2;Tank Guarder
291;2;Jack Guarder
292;2;Crushing Guarder
293;2;Knuckle Driver
294;2;Jumbo Guarder
295;2;Spark Lancer
296;2;Sonic Lancer
297;2;Pile Driver
298;2;Duel Guarder
299;2;Hazzard Driver
300;2;Northern Pike
301;2;Bloody Driver
302;2;Wolf Guarder
303;2;Machina Driver
304;2;Machina Guarder II
305;2;Empire Pike
306;2;Jaguar Lancer
307;2;General Driver
308;2;Machina Guarder III
309;2;Vangarre Driver
310;2;Atomic Driver
311;2;Super Cruiser
312;2;Dynastrar
313;2;Machina Driver II
314;2;Rigel Hand
315;2;Bonus Driver
316;2;Titan Guarder
317;2;Jack Knives
318;2;Bouncer Knives
319;2;UNUSED_Weapon_319
320;2;UNUSED_Weapon_320
321;2;UNUSED_Weapon_321
322;2;UNUSED_Weapon_322
323;2;UNUSED_Weapon_323
324;2;UNUSED_Weapon_324
325;2;UNUSED_Weapon_325
326;2;UNUSED_Weapon_326
327;2;UNUSED_Weapon_327
328;2;UNUSED_Weapon_328
329;2;UNUSED_Weapon_329
330;2;UNUSED_Weapon_330
331;2;UNUSED_Weapon_331
332;2;UNUSED_Weapon_332
333;2;UNUSED_Weapon_333
334;2;UNUSED_Weapon_334
335;2;UNUSED_Weapon_335
336;2;UNUSED_Weapon_336
337;2;UNUSED_Weapon_337
338;2;UNUSED_Weapon_338
339;2;UNUSED_Weapon_339
340;2;UNUSED_Weapon_340
341;2;UNUSED_Weapon_341
342;2;UNUSED_Weapon_342
343;2;UNUSED_Weapon_343
344;2;UNUSED_Weapon_344
345;2;UNUSED_Weapon_345
346;2;UNUSED_Weapon_346
347;2;UNUSED_Weapon_347
348;2;UNUSED_Weapon_348
349;2;UNUSED_Weapon_349
350;2;UNUSED_Weapon_350
351;2;UNUSED_Weapon_351
352;2;UNUSED_Weapon_352
353;2;UNUSED_Weapon_353
354;2;UNUSED_Weapon_354
355;2;UNUSED_Weapon_355
356;2;UNUSED_Weapon_356
357;2;Luna Defender
358;2;Purity Striker
359;2;Evening Sickle
360;2;Black-Steel Striker
361;2;Half-Bloom Striker
362;2;Cumulo Cutlass
363;2;Frigus Striker
364;2;Lion Cutlass
365;2;Caliga Defender
366;2;Steel Katana
367;2;Moonlit Defender
368;2;Illunis Defender
369;2;Cloud Cutlass
370;2;Snaer Striker
371;2;Night Sickle
372;2;Mani Defender
373;2;Cerasus Cutlass
374;2;Machina Blade
375;2;Machina Sword II
376;2;Forma Spear
377;2;Mountain Spear
378;2;Machina Blade III
379;2;Darkness Sickle
380;2;Wyvern Cutlass
381;2;UNUSED_Weapon_381
382;2;UNUSED_Weapon_382
383;2;UNUSED_Weapon_383
384;2;UNUSED_Weapon_384
385;2;UNUSED_Weapon_385
386;2;UNUSED_Weapon_386
387;2;UNUSED_Weapon_387
388;2;UNUSED_Weapon_388
389;2;UNUSED_Weapon_389
390;2;UNUSED_Weapon_390
391;2;UNUSED_Weapon_391
392;2;UNUSED_Weapon_392
393;2;UNUSED_Weapon_393
394;2;UNUSED_Weapon_394
395;2;UNUSED_Weapon_395
396;2;UNUSED_Weapon_396
397;2;Calm Shot
398;2;Chrome Sniper
399;2;Ain Rifle
400;2;Danger Sniper
401;2;Gust Shot
402;2;Black Sniper
403;2;Pride Sniper
404;2;Hurricane Shot
405;2;Breeze Shot
406;2;Wind Shot
407;2;Dark Cannon
408;2;Gale Shot
409;2;Delta Rifle
410;2;Forest Sniper
411;2;Point Rifle
412;2;Search Sniper
413;2;Spirit Rifle
414;2;Storm Shot
415;2;Draft Rifle
416;2;Machina Sniper
417;2;Machina Cannon
418;2;Devil Cannon
419;2;Brain Rifle
420;2;Etoile Sniper
421;2;Disaster Cannon
422;2;Machina Sniper II
423;2;Satellite Shot
424;2;Endless Rifle
425;2;UNUSED_Weapon_425
426;2;UNUSED_Weapon_426
427;2;UNUSED_Weapon_427
428;2;UNUSED_Weapon_428
429;2;UNUSED_Weapon_429
430;2;UNUSED_Weapon_430
431;2;UNUSED_Weapon_431
432;2;UNUSED_Weapon_432
433;2;UNUSED_Weapon_433
434;2;UNUSED_Weapon_434
435;2;UNUSED_Weapon_435
436;2;UNUSED_Weapon_436
437;2;Gladiator Biter
438;2;Serpent Biter
439;2;Dream Gnasher
440;2;Ironwall Gnasher
441;2;Rex Biter
442;2;Barrier Gnasher
443;2;Cosmic Nibbler
444;2;Meditor Gnasher
445;2;Boom Nibbler
446;2;Jaw Nibbler
447;2;Machina Biter III
448;2;Meteor Nibbler
449;2;Comet Biter
450;2;Machina Nibbler II
451;2;Banquet Biter
452;2;Strike Biter
453;2;Siege Gnasher
454;2;Prosperity Biter
455;2;Machina Nibbler
456;2;Machina Biter II
457;2;Hero Biter
458;2;UNUSED_Weapon_458
459;2;UNUSED_Weapon_459
460;2;UNUSED_Weapon_460
461;2;UNUSED_Weapon_461
462;2;UNUSED_Weapon_462
463;2;UNUSED_Weapon_463
464;2;UNUSED_Weapon_464
465;2;UNUSED_Weapon_465
466;2;UNUSED_Weapon_466
467;2;UNUSED_Weapon_467
468;2;UNUSED_Weapon_468
469;2;UNUSED_Weapon_469
470;2;UNUSED_Weapon_470
471;2;UNUSED_Weapon_471
472;2;UNUSED_Weapon_472
473;2;UNUSED_Weapon_473
474;2;UNUSED_Weapon_474
475;2;UNUSED_Weapon_475
476;2;UNUSED_Weapon_476
477;2;Dawn Staff
478;2;Saint Rod
479;2;Nightglow Staff
480;2;Clarity Staff
481;2;Wisdom Rod
482;2;Amber Rod
483;2;Rain Staff
484;2;Five-Star Rod
485;2;Acid Staff
486;2;Sky Rod
487;2;Cloud Staff
488;2;Mirage Staff
489;2;Machina Rod
490;2;Machina Staff II
491;2;Will-o'-Wisp Staff
492;2;Autumn Staff
493;2;Machina Staff III
494;2;Meteor Staff
495;2;Sun Staff
496;2;Empress Staff
497;2;UNUSED_Weapon_497
498;2;UNUSED_Weapon_498
499;2;UNUSED_Weapon_499
500;2;UNUSED_Weapon_500
501;2;UNUSED_Weapon_501
502;2;UNUSED_Weapon_502
503;2;UNUSED_Weapon_503
504;2;UNUSED_Weapon_504
505;2;UNUSED_Weapon_505
506;2;UNUSED_Weapon_506
507;2;UNUSED_Weapon_507
508;2;UNUSED_Weapon_508
509;2;UNUSED_Weapon_509
510;2;UNUSED_Weapon_510
511;2;UNUSED_Weapon_511
512;2;UNUSED_Weapon_512
513;2;UNUSED_Weapon_513
514;2;UNUSED_Weapon_514
515;2;UNUSED_Weapon_515
516;2;UNUSED_Weapon_516
517;2;Sparrow Blades
518;2;Murder Knives
519;2;Karma Blades
520;2;Protector Daggers
521;2;Swallow Blades
522;2;Jack Daggers
523;2;Delay Blades
524;2;Star Knives
525;2;Omega Break
526;2;Chaos Break
527;2;Falcon Blades
528;2;Grace Blades
529;2;Orca Daggers
530;2;War Blades
531;2;Regal Daggers
532;2;Eternity Knives
533;2;Dystopia
534;2;Conviction Blades
535;2;Infinity
536;2;Hrunting
537;2;Final Cut
538;2;Safe Blades
539;2;Reward Swords
540;2;UNUSED_Weapon_540
541;2;UNUSED_Weapon_541
542;2;UNUSED_Weapon_542
543;2;UNUSED_Weapon_543
544;2;UNUSED_Weapon_544
545;2;UNUSED_Weapon_545
546;2;UNUSED_Weapon_546
547;2;UNUSED_Weapon_547
548;2;UNUSED_Weapon_548
549;2;UNUSED_Weapon_549
550;2;UNUSED_Weapon_550
551;2;UNUSED_Weapon_551
552;2;UNUSED_Weapon_552
553;2;UNUSED_Weapon_553
554;2;UNUSED_Weapon_554
555;2;UNUSED_Weapon_555
556;2;UNUSED_Weapon_556
557;2;UNUSED_Weapon_557
558;2;UNUSED_Weapon_558
559;2;UNUSED_Weapon_559
560;2;UNUSED_Weapon_560
561;2;UNUSED_Weapon_561
562;2;UNUSED_Weapon_562
563;2;UNUSED_Weapon_563
564;2;UNUSED_Weapon_564
565;2;UNUSED_Weapon_565
566;2;UNUSED_Weapon_566
567;2;Crusher
568;2;Million Driver
569;2;Rag Bone Hammer
570;2;Phalanx
571;2;Flame Gear
572;2;Bloody Roar
573;2;Defender
574;2;Goliath
575;2;Verdigris
576;2;Lightweight Driver
577;2;UNUSED_Weapon_577
578;2;UNUSED_Weapon_578
579;2;UNUSED_Weapon_579
580;2;UNUSED_Weapon_580
581;2;UNUSED_Weapon_581
582;2;UNUSED_Weapon_582
583;2;UNUSED_Weapon_583
584;2;UNUSED_Weapon_584
585;2;UNUSED_Weapon_585
586;2;UNUSED_Weapon_586
587;2;Asura
588;2;Pandemonium
589;2;Pioneer
590;2;Quitter
591;2;Firing Hammer
592;2;Horizon
593;2;Endymion
594;2;Dividing Line
595;2;Machina Blade II
596;2;Chosen One
597;2;Spit Cluster
598;2;Lightning
599;2;White Cluster
600;2;King Cluster
601;2;Queen Cluster
602;2;Thunderclap
603;2;Rock Winder
604;2;Silence
605;2;Machina Rifle II
606;2;Agape
607;2;Queen Frog
608;2;Longevity Biter
609;2;Fish Biter
610;2;Love Biter
611;2;King Frog
612;2;Reward Nibbler
613;2;UNUSED_Weapon_613
614;2;UNUSED_Weapon_614
615;2;UNUSED_Weapon_615
616;2;UNUSED_Weapon_616
617;2;Khatorl Staff
618;2;Jailer Staff
619;2;Century Staff
620;2;UNUSED_Weapon_620
621;2;Glass Rod
622;2;Soltnar Staff
623;2;Machina Rod II
624;2;Alcor Staff
625;2;Bonus Staff
626;2;UNUSED_Weapon_626
627;2;UNUSED_Weapon_627
628;2;UNUSED_Weapon_628
629;2;UNUSED_Weapon_629
630;2;UNUSED_Weapon_630
631;2;UNUSED_Weapon_631
632;2;UNUSED_Weapon_632
633;2;UNUSED_Weapon_633
634;2;UNUSED_Weapon_634
635;2;UNUSED_Weapon_635
636;2;UNUSED_Weapon_636
637;4;Not Equipped
638;5;Not Equipped
639;6;Not Equipped
640;7;Not Equipped
641;8;Not Equipped
642;4;Colony Cap
643;5;Colony Top
644;6;Colony Cuffs
645;7;Colony Bottoms
646;8;Colony Shoes
647;4;Middle Gear
648;5;Middle Armour
649;6;Middle Gauntlets
650;7;Middle Leggings
651;8;Middle Boots
652;4;Round Cap
653;5;Round Top
654;6;Round Gloves
655;7;Round Bottoms
656;8;Round Shoes
657;4;Nopon Cap
658;5;Nopon Top
659;6;Nopon Gloves
660;7;Nopon Bottoms
661;8;Nopon Shoes
662;4;Crest Cap
663;5;Crest Top
664;6;Crest Gloves
665;7;Crest Bottoms
666;8;Crest Shoes
667;4;Ether Goggles
668;5;Ether Frame
669;6;Ether Arms
670;7;Ether Boosters
671;8;Nemesis Drones
672;4;Empress Mask
673;5;Dyed Top
674;6;Sabre Gloves
675;7;Dyed Bottoms
676;8;Dyed Mules
677;4;Seacle Cap
678;5;Seacle Top
679;6;Seacle Gloves
680;7;Seacle Bottoms
681;8;Seacle Shoes
682;4;Head Bandages - Dummy
683;5;Torso Bandages
684;6;Arm Bandages
685;7;Waist Bandages - Dummy
686;8;Leg Bandages - Dummy
687;4;Lagoon Gear
688;5;Lagoon Armour
689;6;Lagoon Gauntlets
690;7;Lagoon Leggings
691;8;Lagoon Boots
692;4;Prototype Helm
693;5;Parlour Jacket
694;6;Protector Amulet
695;7;Stylish Belt
696;8;Prototype Greaves
697;4;Homs Military Cap
698;5;Bikini Top
699;6;Homs Gauntlets
700;7;Bikini Bottoms
701;8;Homs Military Boots
702;4;Corporal Cap
703;5;Corporal Attire
704;6;Corporal Gauntlets
705;7;Corporal Belt
706;8;Corporal Boots
707;4;Prairie Cap
708;5;Prairie Attire
709;6;Prairie Gauntlets
710;7;Prairie Trousers
711;8;Infantry Boots
712;4;Safety Helmet
713;5;Homs Chestplate
714;6;Lime Bangle
715;7;Hide Belt
716;8;Survivor Shoes
717;4;Pine Headgear
718;5;Aqua Top
719;6;Beech Bangle
720;7;Aqua Bottoms
721;8;Webbed Sandals
722;4;Sky Cap
723;5;Sky Top
724;6;Sky Gloves
725;7;Sky Bottoms
726;8;Sky Shoes
727;4;Ocean Earrings
728;5;Swimming Top
729;6;Gravity Stone Band
730;7;Swimming Bottoms
731;8;Hover Shoes
732;4;Abyss Earrings
733;5;Royal Top
734;6;Royal Gloves
735;7;Royal Bottoms
736;8;Royal Shoes
737;4;Aid Cap
738;5;Infantry Attire
739;6;Warm Gloves
740;7;Engineer Belt
741;8;Ice Climbing Boots
742;4;Forest Cap
743;5;Twin Tree Vest
744;6;Great Tree Bracelet
745;7;Twin Tree Trousers
746;8;School Shoes
747;4;Glory Gear
748;5;Glory Armour
749;6;Glory Gauntlets
750;7;Glory Leggings
751;8;Glory Boots
752;4;Ether IV Goggles
753;5;Ether IV Frame
754;6;Ether IV Arms
755;7;Ether IV Boosters
756;8;Mitra Drones
757;4;Power Goggles
758;5;Power Frame
759;6;Power Arms
760;7;Power Boosters
761;4;Attack V Goggles
762;4;F Attack Goggles
763;5;F Attack Frame
764;6;F Attack Arms
765;7;F Attack Boosters
766;8;Grizzly Drones
767;4;F Power Goggles
768;5;F Power Frame
769;6;F Power Arms
770;7;F Power Boosters
771;5;Attack V Frame
772;4;Speed II Goggles
773;5;Speed II Frame
774;6;Speed II Arms
775;7;Speed II Boosters
776;6;Attack V Arms
777;4;H Speed Goggles
778;5;H Speed Frame
779;6;H Speed Arms
780;7;H Speed Boosters
781;8;Sakura Drones
782;4;H Attack Goggles
783;5;H Attack Frame
784;6;H Attack Arms
785;7;H Attack Boosters
786;7;Attack V Boosters
787;4;Power III Goggles
788;5;Power III Frame
789;6;Power III Arms
790;7;Power III Boosters
791;4;Power V Goggles
792;4;Z Speed Goggles
793;5;Z Speed Frame
794;6;Z Speed Arms
795;7;Z Speed Boosters
796;8;Loki Drones
797;4;Z Power Goggles
798;5;Z Power Frame
799;6;Z Power Arms
800;7;Z Power Boosters
801;5;Power V Frame
802;4;Speed IV Goggles
803;5;Speed IV Frame
804;6;Speed IV Arms
805;7;Speed IV Boosters
806;8;Ardi Drones
807;4;Attack IV Goggles
808;5;Attack IV Frame
809;6;Attack IV Arms
810;7;Attack IV Boosters
811;8;Idun Drones
812;4;Power IV Goggles
813;5;Power IV Frame
814;6;Power IV Arms
815;7;Power IV Boosters
816;6;Power V Arms
817;4;General's Cap
818;5;General's Attire
819;6;General's Gauntlets
820;7;General's Belt
821;8;General's Boots
822;4;Crest Cap
823;5;Shell Armour
824;6;Shell Gauntlets
825;7;Shell Leggings
826;8;Shell Boots
827;4;Colonel Cap
828;5;Colonel Attire
829;6;Colonel Gauntlets
830;7;Colonel Belt
831;8;Colonel Boots
832;4;Ruby Glasses
833;4;Shade Glasses
834;4;Oriental Glasses
835;4;Master Glasses
836;8;Sabre Drones
837;4;Grace Cap
838;5;Grace Top
839;6;Grace Gloves
840;7;Grace Bottoms
841;8;Grace Shoes
842;4;Argos Gear
843;5;Argos Armour
844;6;Argos Gauntlets
845;7;Argos Leggings
846;8;Argos Boots
847;4;Titan Helm
848;5;Titan Plate
849;6;Titan Arms
850;7;Titan Greaves
851;8;Titan Sabatons
852;4;Nine Cap
853;5;Nine Top
854;6;Nine Cuffs
855;7;Nine Bottoms
856;8;Nine Shoes
857;4;Battle Gear
858;5;Battle Armour
859;6;Battle Gauntlets
860;7;Battle Leggings
861;8;Battle Boots
862;4;Light Cap
863;5;Light Top
864;6;Light Gloves
865;7;Light Bottoms
866;8;Light Shoes
867;4;Swimming Gel
868;5;Swimming Oil
869;6;Swimming Cream
870;7;Swimming Trunks
871;8;Swimming Sandals
872;4;Caravan Gear
873;5;Caravan Armour
874;6;Caravan Gauntlets
875;7;Caravan Leggings
876;8;Caravan Boots
877;4;Leather Cap
878;5;Leather Top
879;6;Leather Gloves
880;7;Leather Bottoms
881;8;Leather Shoes
882;4;Regnas Gear
883;5;Regnas Armour
884;6;Regnas Gauntlets
885;7;Regnas Leggings
886;8;Regnas Boots
887;4;Warrior Helm
888;5;Warrior Plate
889;6;Warrior Arms
890;7;Warrior Cuisses
891;8;Warrior Greaves
892;4;Ranger Cap
893;5;Ranger Top
894;6;Ranger Gloves
895;7;Ranger Bottoms
896;8;Ranger Shoes
897;4;Soil Gear
898;5;Soil Armour
899;6;Soil Gauntlets
900;7;Soil Leggings
901;8;Soil Boots
902;4;Field Cap
903;5;Field Top
904;6;Field Gloves
905;7;Field Bottoms
906;8;Field Shoes
907;4;Hunter Gear
908;5;Hunter Armour
909;6;Hunter Gauntlets
910;7;Hunter Leggings
911;8;Hunter Boots
912;4;Diver Cap
913;5;Diver Top
914;6;Diver Gloves
915;7;Diver Bottoms
916;8;Diver Shoes
917;4;Quark Gear
918;5;Quark Armour
919;6;Quark Gauntlets
920;7;Quark Leggings
921;8;Quark Boots
922;4;Legar Gear
923;5;Legar Armour
924;6;Legar Gauntlets
925;7;Legar Leggings
926;8;Legar Boots
927;4;Pelt Cap
928;5;Pelt Top
929;6;Pelt Gloves
930;7;Pelt Bottoms
931;8;Pelt Shoes
932;4;Grand Gear
933;5;Grand Armour
934;6;Grand Gauntlets
935;7;Grand Leggings
936;8;Grand Boots
937;4;Guardis Helm
938;5;Guardis Chest
939;6;Guardis Arms
940;7;Guardis Cuisses
941;8;Guardis Greaves
942;4;Mist Gel
943;5;Mist Oil
944;6;Mist Cream
945;7;Mist Trunks
946;8;Mist Sandals
947;4;Swep Gear
948;5;Swep Armour
949;6;Swep Gauntlets
950;7;Swep Leggings
951;8;Swep Boots
952;4;Iron Gear
953;5;Iron Armour
954;6;Iron Gauntlets
955;7;Iron Leggings
956;8;Iron Boots
957;4;Makna Cap
958;5;Makna Top
959;6;Makna Gloves
960;7;Makna Bottoms
961;8;Makna Shoes
962;4;Nopol Gear
963;5;Nopol Armour
964;6;Nopol Gauntlets
965;7;Nopol Leggings
966;8;Nopol Boots
967;4;Jungle Cap
968;5;Jungle Top
969;6;Jungle Gloves
970;7;Jungle Bottoms
971;8;Jungle Shoes
972;4;Rescue Cap
973;5;Rescue Top
974;6;Rescue Cuffs
975;7;Rescue Bottoms
976;8;Rescue Shoes
977;4;Eryth Gear
978;5;Eryth Armour
979;6;Eryth Gauntlets
980;7;Eryth Leggings
981;8;Eryth Boots
982;4;Grady Helm
983;5;Grady Chest
984;6;Grady Arms
985;7;Grady Cuisses
986;8;Grady Greaves
987;4;Panther Cap
988;5;Panther Top
989;6;Panther Gloves
990;7;Panther Bottoms
991;8;Panther Shoes
992;4;Mithril Gear
993;5;Mithril Armour
994;6;Mithril Gauntlets
995;7;Mithril Leggings
996;8;Mithril Boots
997;4;League Gear
998;5;League Armour
999;6;League Gauntlets
1000;7;League Leggings
1001;8;League Boots
1002;4;Jail Cap
1003;5;Jail Top
1004;6;Jail Gloves
1005;7;Jail Bottoms
1006;8;Jail Shoes
1007;4;Brandle Gear
1008;5;Brandle Armour
1009;6;Brandle Gauntlets
1010;7;Brandle Leggings
1011;8;Brandle Boots
1012;4;Snow Glasses
1013;5;Snow Oil
1014;6;Snow Cream
1015;7;Snow Trunks
1016;8;Snow Sandals
1017;4;Amethyst Gear
1018;5;Amethyst Armour
1019;6;Amethyst Gauntlets
1020;7;Amethyst Leggings
1021;8;Amethyst Boots
1022;4;Heavy Gear
1023;5;Heavy Armour
1024;6;Heavy Gauntlets
